"";"PK_CAD";"TIPO_CLI";"TIPO_FAB";"TIPO_FOR";"TIPO_TRA";"TIPO_SERV";"TIPO_OUT";"RAZAO_SOCIAL";"FANTASIA";"CNPJ";"CPF";"INSC_EST";"INSC_MUM";"ENDERECO";"BAIRRO";"FK_CID";"CEP";"ENDE_COB";"BAIRRO_COB";"FK_CID_COB";"CEP_COB";"FONE1";"FONE2";"FAX";"HOMEPAGE";"FK_RAM";"LIMCREDITO";"OBSERVACAO";"FK_CADTRA";"FK_CPG";"TIPO_FRETE";"CREDITO_BLOQUEADO";"INATIVO";"FK_CPGREP";"FK_CADTRAREP";"TIPO_FRETE_REP";"CONS_INDUSTRIA";"DATA_CAD";"FK_USUCAD";"DATA_CAP_SOCIAL";"VLR_CAP_SOCIAL";"QTD_PROTESTOS";"QTD_CHQ_DEVOL";"OBSERV_CRED";"CONCEITO_CRED";"CONTATO_BANCO";"PER_ANA_CRED";"DT_ULT_AVALIACAO";"MATERIAL_COMPRA";"PERC_MAT_ESTOQUE";"PERC_MAT_ESPECIAL";"MOTIVO_RECADASTRO";"VAL_SOLIC_COMPRA";"FK_TPG";"DT_LIBFIN";"FK_USULIB";"AUDITVENDA";"ISENTOICMS";"MESESPRECO";"ISUF";"MALADIRETA";"FK_NAT";"OBS_LEGAL";"OBS_VENDA";"DDENTREGA";"FK_USUAVAL";"BLOQFATIPI";"SIMPLES";"SEMCOMPRA";"SEMCPR12";"IPI_PRIM";"CREDBLOQ";"FK_CAD_NOVO";"GERA_IPI";"DTRECCAD";"DTSOLCOMPL";"DTRECCOMPL";"DTTERMPROC";"AC_BLOQ";"AC_DEP";"FK_BCOCOB";"NAOAGRUPABLQ";"IMPRIME_FAB_ETIQ";"IMPRIME_DATAFAB_ETIQ";"FK_SUB";"FATUR_MINIMO";"MARKUP_MAODEOBRA";"MARKUP_MATPRIMA";"INTEGRACAO_XML";"REGIME_TRIBUTARIO";"INDUSTRIA_REVENDA";"TOLERANCIA_ANTECIPACAO";"TOLERANCIA_ATRASO";"NAOCONTRIBUINTE";"DIA_SEMANA_MRP";"OBS_PADRAO_OC";"REAJUSTE_LME";"REAJUSTE_DOLAR";"PERC_GATILHO";"REAJUSTE_CUSTO";"FREQUENCIA";"OBSERVACAO_REAJUSTE";"PLACA_PADRAO";"PLACA_PADRAO_UF";"TIPO_REAJUSTE_CABOS";"TIPO_REAJUSTE_OUTROS";"PERC_QTD_NFR_OC";"OBRIGAR_NFSE";"INCOTERM";"BANK_INFORMATION";"INVOICE_PAGTO_ANTECIP";"FK_MOE";"PRAZO_PAGAMENTO_PADRAO";"FOLLOWUP_AUTOMATICO";"CONSIDERA_PV_FLUXO_CAIXA";"DIA_SEMANA_VENCTO";"DIA_MES_VENCTO1";"DIA_MES_VENCTO2";"DIA_MES_VENCTO3";"FK_MAQ_PREFERENCIAL";"FK_NATCONSUMO"
464;2068.0;"N";"N";"S";"N";"S";"S";"B2W COMPANHIA DIGITAL";"B2W COMPANHIA DIGITAL";"00.776.574/0022-80";"";"";"";"EST DOS ALPES, 555, GALPAO A	";"ITAQUI";239.0;"06696150";"EST DOS ALPES, 555, GALPAO A	";"ITAQUI";239.0;"06696150";"(11) 4003-4848";" (11) 4003-5544	";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-24 16:31:26.539";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
465;2069.0;"N";"N";"S";"N";"S";"S";"LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM";"LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM";"01.438.784/0022-21";"";"";"";"ROD RS-118 KM11, 12760, SETOR 34	";"AGUAS MORTAS";8.0;"94970850";"ROD RS-118 KM11, 12760, SETOR 34	";"AGUAS MORTAS";8.0;"94970850";"(11) 5670-8600	";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-24 16:42:25.355";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
466;2070.0;"N";"N";"S";"N";"S";"S";"CONSTRUTEC IMPORTACAO, EXPORTACAO, COMERCIO E SERVICOS EM CO";"CONSTRUTEC";"02.062.999/0001-29";"";"";"";"AV SAO PAULO,215";"SAO GERALDO";1.0;"90230161";"AV SAO PAULO,215";"SAO GERALDO";1.0;"90230161";"(51) 3224-1270";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-24 16:49:58.623";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
467;2071.0;"N";"N";"S";"N";"N";"N";"VIDEO E SOM ELETRONICOS LTDA";"VIDEO E SOM ELETRONICOS LTDA";"04.450.072/0002-72";"";"421041359116";"";"WAGNER LUIZ BEVILAQUA, 525";"LEITAO";221.0;"13290000";"WAGNER LUIZ BEVILAQUA, 525";"LEITAO";221.0;"13290000";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-26 11:43:27.390";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
468;2072.0;"N";"S";"N";"N";"S";"N";"TOLLE MADEIRAS LTDA";"TOLLE";"94.623.485/0001-13";"";"0962269565";"";"MARANHÃO, 825";"HUMAITA";1.0;"90230041";"MARANHÃO, 825";"HUMAITA";1.0;"90230041";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-26 13:09:58.070";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
469;2073.0;"N";"N";"S";"N";"S";"S";"Z. CHUNLI ARMARINHOS";"S.L.N. IMPORTACAO & EXPORTACAO";"19.065.293/0001-13";"";"";"";"R DOIS CORREGOS, 158";"VILA BERTIOGA";36.0;"03181020";"R DOIS CORREGOS, 158";"VILA BERTIOGA";36.0;"03181020";"(11) 3105-6502	";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-30 13:23:38.755";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
470;2074.0;"N";"N";"S";"N";"S";"S";"MAZER DISTRIBUIDORA LTDA";"MAZER DISTRIBUIDORA";"94.623.741/0003-34";"";"";"";"ROD JORGE LACERDA 1295 COMPLEXO POLYMPORT,1295";"ESPINHEIROS";83.0;"88317902";"ROD JORGE LACERDA 1295 COMPLEXO POLYMPORT,1295";"ESPINHEIROS";83.0;"88317902";"(51) 2101-2175	";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-30 14:07:46.547";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
471;2075.0;"N";"N";"S";"N";"S";"S";"MAP COMERCIO DE ACESSORIOS PARA BOX E ESQUADRIAS LTDA";"MAP COM E REPRESENTACOES";"00.696.281/0001-69";"";"";"";"R CERRO AZUL, 1094";"PASSO D'AREIA";1.0;"91030250";"R CERRO AZUL, 1094";"PASSO D'AREIA";1.0;"91030250";"(51) 4725-634	";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-30 14:13:38.732";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
472;2076.0;"N";"N";"S";"N";"S";"S";"ROAL INDUSTRIA METALURGICA LTDA";"ROAL INDUSTRIA METALURGICA LTDA";"94.622.230/0001-36";"";"";"";"R ALICE CESTARI MANTOVANI, 611";"DESVIO RIZZO";6.0;"95112290";"R ALICE CESTARI MANTOVANI, 611";"DESVIO RIZZO";6.0;"95112290";"54 3289 2400";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-31 10:33:24.591";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
473;2077.0;"N";"S";"S";"N";"N";"N";"MARCELO RODRIGUES DA COSTA TATUÍ EIRELI - EPP";"MRCOSTA EQUIPAMENTOS E MÁQUINAS";"00.246.591/0001-81";"";"687.023.769.111";"";"RODOVIA MARIO BATISTA MORI, Nº150";"VILA SÃO CRISTOVÃO";184.0;"18280-00";"RODOVIA MARIO BATISTA MORI, Nº150";"VILA SÃO CRISTOVÃO";184.0;"18280-00";"(15) 3251-3628";"";"";"";"";"";"";995.0;2.0;"F";"N";"N";"";"";"";"";"2018-07-31 13:36:57.673";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";2.0;"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
474;2089.0;"N";"N";"S";"N";"N";"N";"USINA IND. COM. E IMPORTAÇÃO DE PRODUTOS DE INFORMATICA LTDA";"USINA INFO";"07.182.837/0001-48";"";"1130141508";"";"RUA MARECHAL FLORIANO, 2183";"CENTRO";320.0;"98803275";"RUA MARECHAL FLORIANO, 2183";"CENTRO";320.0;"98803275";"55 3313-2778";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-08-10 11:03:24.642";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
475;2080.0;"N";"N";"S";"N";"S";"S";"KION SOUTH AMERICA FABRICACAO DE EQUIPAMENTOS PARA ARMAZENAG";"KION SOUTH AMERICA FAB DE EQUIP PARA ARM LTDA";"42.365.296/0010-85";"";"";"";"ROD ENGENHEIRO ERMENIO DE OLIVEIRA PENTEADO, S/N, KM 55,4";"VIA MARGINAL";117.0;"13341746";"ROD ENGENHEIRO ERMENIO DE OLIVEIRA PENTEADO, S/N, KM 55,4";"VIA MARGINAL";117.0;"13341746";"(19) 3115-0600";"(19) 3115-0723	";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-08-01 10:45:50.417";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
476;2081.0;"N";"S";"S";"N";"S";"N";"GILENO FERRAO FREITAS 98635204034";"SERRALHERIA PRETO MANIA";"22.858.497/0001-16";"";"";"";"RUA ANTÔNIO INÁCIO GALEÃO, 601";"SANTA RITA";10.0;"92500000";"RUA ANTÔNIO INÁCIO GALEÃO, 601";"SANTA RITA";10.0;"92500000";"51 991425027";"";"";"";"";"";"Para tiar a NF para Moeroes e instalação dos mesmos na fábrica nova.";"";2.0;"";"N";"N";"";"";"";"";"2018-08-02 08:06:49.803";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
477;2098.0;"N";"N";"S";"N";"S";"S";"ANA PAULA DE LIMAS BICA ME";"FABIO VIDROS";"23.400.026/0001-22";"";"";"";"AV PONCHE VERDE, 602";"JARDIM DOS LAGOS";10.0;"92500000";"AV PONCHE VERDE, 602";"JARDIM DOS LAGOS";10.0;"92500000";"(51) 99916-9492";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-08-24 10:49:18.004";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
478;2102.0;"N";"N";"S";"N";"S";"S";"SANTOS E BARTZ MOVEIS PLANEJADOS LTDA";"SANTOS E BARTZ MOVEIS PLANEJADOS LTDA";"11.902.804/0001-00";"";"";"";"AV OLAVO MORAES, 1573 A";"CENTRO";77.0;"96180000";"AV OLAVO MORAES, 1573 A";"CENTRO";77.0;"96180000";"(51) 3671-1666";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-08-30 13:16:07.547";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
479;2103.0;"N";"S";"S";"N";"N";"N";"MGF INDUSTRIA ELETRONICA LTDA";"MGF (MEGADEF INDUSTRIA)";"30.920.406/0001-53";"";"581121721112";"1024508";"RUA SÃO FRANCISCO Nº 206";"RONCON";102.0;"09411190";"RUA SÃO FRANCISCO Nº 206";"RONCON";102.0;"09411190";"11 3361 4732";"";"";"";1.0;"";"Segue dados bancário
Banco bradesco
Agencia  092-2
Conta  3986-1
Mgf indústria eletronica ltda 
";585.0;13.0;"F";"N";"N";2.0;"";"F";"I";"2018-08-30 16:13:33.606";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"I";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
480;2266.0;"N";"S";"S";"N";"S";"S";"DELCAFLEX INDUSTRIA E COMERCIO LTDA";"DELCAFLEX - ANTIGA INDELFLEX";"05.752.518/0001-03";"";"379.299.818.114";"";"R DO BRONZE N° 130";"PARQUE SAO PEDRO";198.0;"08586180";"R DO BRONZE N° 130";"PARQUE SAO PEDRO";198.0;"08586180";"(11) 4646-4989";"(11) 4642-2929	";"";"";"";"";"";995.0;2.0;"F";"N";"N";"";"";"";"";"2019-07-12 11:35:12.426";207.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
481;2100.0;"N";"N";"S";"N";"N";"N";"ANDRE RODRIGO NASCIMENTO DA SILVA";"SÓ CADEIRAS";"05.002.576/0001-01";"";"096/291 5386";"544.898-2-2";"AV. CEARÁ 807";"SAO JOÃO";1.0;"90240511";"AV. CEARÁ 807";"SAO JOÃO";1.0;"90240511";"(51) 3061 4819";"";"";"";"";"";"Ramo de Atividade: Comércio e venda de móveis de escritório
Banco: Caixa Econômica Federal
Agência e Dígito: Navegantes (0444)
Conta Corrente e Dígito: 236 - 3";"";"";"";"N";"N";"";"";"";"";"2018-08-24 17:03:31.328";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
482;2105.0;"N";"N";"S";"N";"N";"N";"CIA DIGI COMPANHIA DIGITAL LTDA";"";"22.440.263/0002-35";"";"";"";"RODOVIA GOVERNADOR MARIO COVAS, 4462 - KM 267 47";"PLANALTO DE CARAPINA";160.0;"29162702";"RODOVIA GOVERNADOR MARIO COVAS, 4462 - KM 267 47";"PLANALTO DE CARAPINA";160.0;"29162702";"1140001118";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-09-03 13:49:30.131";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
483;2110.0;"N";"N";"S";"N";"N";"N";"RESISTRONIC COMPONENTES ELETRONICOS LTDA";"RESISTRONIC COMPONENTES ELETRONICOS LTDA";"00.889.134/0001-05";"";"114.491.304.111";"";"RUA GIBRALTAR, 102";"STO. AMARO";36.0;"04755-07";"RUA GIBRALTAR, 102";"STO. AMARO";36.0;"04755-07";"(011) 2197-3650";"";"";"www.resistronic.com.br";"";"";"BANCO DO BRASIL				
AG. PONTE DO MORUMBI	";585.0;10.0;"C";"N";"N";"";"";"";"";"2018-09-12 13:31:45.726";144.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";11.0;"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
484;2124.0;"N";"N";"S";"N";"N";"N";"SERTEC INDUSTRIA MECÂNICA LTDA";"SERTEC INDUSTRIA MECÂNICA LTDA";"93.612.505/0001-98";"";"029/0209366";"";"RUA JOÃO SPADA Nº 61";"SAGRADA FAMÍLIA";6.0;"95052-39";"RUA JOÃO SPADA Nº 61";"SAGRADA FAMÍLIA";6.0;"95052-39";"  54 -99730346";"";"";"";1.0;"";"";"";2.0;"F";"N";"N";"";"";"";"";"2018-09-26 08:07:55.396";144.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
485;2108.0;"N";"N";"S";"N";"S";"S";"ITAPUI TUBOS E CONEXOES EIRELI";"ITAPUI TUBOS E CONEXOES EIRELI";"05.899.181/0001-53";"";"";"";"RUA ITAPUI, 349";"";1.0;"91130420";"RUA ITAPUI, 349";"";1.0;"91130420";"(51) 3178-5366";"";"";"contato@itapuituboseconexoes.com.br	";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-09-11 10:29:04.608";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
486;2113.0;"N";"N";"S";"N";"S";"N";"TELEFONICA BRASIL S/A";"VIVO GUAIBA";"02.558.157/0312-03";"";"096/2949477";"";"RUA SÃO JOSE, 458";"CENTRO";10.0;"92500000";"RUA SÃO JOSE, 458";"CENTRO";10.0;"92500000";"7420000";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-09-17 15:40:42.462";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
487;2114.0;"N";"N";"S";"N";"N";"N";"UTILIDADES ELÉTRICAS COM. E IMP. LTDA";"UTILIDADES ELÉTRICAS";"92.179.811/0001-10";"";"161/0020542";"";"RUA DAS PEDREIRAS, 403";"XV DE NOVEMBRO";58.0;"95650000";"RUA DAS PEDREIRAS, 403";"XV DE NOVEMBRO";58.0;"95650000";"(51)35452628";"";"";"";5.0;"";"";"";2.0;"F";"N";"N";"";"";"";"";"2018-09-18 11:04:42.584";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
488;2117.0;"N";"N";"S";"N";"S";"S";"GURGELMIX MAQUINAS E FERRAMENTAS S.A.";"GURGELMIX MAQUINAS E FERRAMENTAS S.A.";"29.302.348/0004-68";"";"310.703.354.115";"";"RODOVIA JOAO TRAFICANTE, S/N KM 2 5 GALPAO02 RECANTO TAPAJOS";"JARDIM PALESTINA";220.0;"14402347";"RODOVIA JOAO TRAFICANTE, S/N KM 2 5 GALPAO02 RECANTO TAPAJOS";"JARDIM PALESTINA";220.0;"14402347";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-09-19 13:32:09.841";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
